Company,Date,Amount Raised,Round,Investor,Description,Lead
Huddle01,2023-04-07,2800000.0,Seed,Hivemind Capital Partners,Decentralized infrastructure & network that powers cross-chain audio & video communication between users,True
Huddle01,2023-04-07,2800000.0,Seed,Superscrypt ,Decentralized infrastructure & network that powers cross-chain audio & video communication between users,False
Huddle01,2023-04-07,2800000.0,Seed,M31 Capital,Decentralized infrastructure & network that powers cross-chain audio & video communication between users,False
Huddle01,2023-04-07,2800000.0,Seed,Protocol Labs,Decentralized infrastructure & network that powers cross-chain audio & video communication between users,False
Huddle01,2023-04-07,2800000.0,Seed,East Ventures,Decentralized infrastructure & network that powers cross-chain audio & video communication between users,False
Huddle01,2023-04-07,2800000.0,Seed,Longhash Ventures,Decentralized infrastructure & network that powers cross-chain audio & video communication between users,False
Huddle01,2023-04-07,2800000.0,Seed,Good News Ventures,Decentralized infrastructure & network that powers cross-chain audio & video communication between users,False
Huddle01,2023-04-07,2800000.0,Seed,Balaji Srinivasan,Decentralized infrastructure & network that powers cross-chain audio & video communication between users,False
Huddle01,2023-04-07,2800000.0,Seed,Stani Kulechov,Decentralized infrastructure & network that powers cross-chain audio & video communication between users,False
Huddle01,2023-04-07,2800000.0,Seed,Dan Romero,Decentralized infrastructure & network that powers cross-chain audio & video communication between users,False
Huddle01,2023-04-07,2800000.0,Seed,Juan Benet,Decentralized infrastructure & network that powers cross-chain audio & video communication between users,False
Lore,2023-04-06,4000000.0,Strategic ,Multicoin Capital,Web3 Co-Ownership Platform,True
Lore,2023-04-06,4000000.0,Strategic ,Seed Club Ventures,Web3 Co-Ownership Platform,False
Lore,2023-04-06,4000000.0,Strategic ,North Island Ventures,Web3 Co-Ownership Platform,False
Lore,2023-04-06,4000000.0,Strategic ,Balaji Srinivasan,Web3 Co-Ownership Platform,False
Lore,2023-04-06,4000000.0,Strategic ,Zeneca,Web3 Co-Ownership Platform,False
Lore,2023-04-06,4000000.0,Strategic ,Mischief Ventures,Web3 Co-Ownership Platform,False
Lore,2023-04-06,4000000.0,Strategic ,Sfermion,Web3 Co-Ownership Platform,False
Lore,2023-04-06,4000000.0,Strategic ,CMT Digital,Web3 Co-Ownership Platform,False
Lore,2023-04-06,4000000.0,Strategic ,Patricio Worthalter,Web3 Co-Ownership Platform,False
Lore,2023-04-06,4000000.0,Strategic ,Spice Capital,Web3 Co-Ownership Platform,False
Lore,2023-04-06,4000000.0,Strategic ,Sublime Venture,Web3 Co-Ownership Platform,False
Steer Protocol,2023-04-06,1500000.0,Seed,Druid Ventures,Off-chain compute protocol,True
Steer Protocol,2023-04-06,1500000.0,Seed,Republic Capital,Off-chain compute protocol,False
Steer Protocol,2023-04-06,1500000.0,Seed,Big Brain Holdings,Off-chain compute protocol,False
Steer Protocol,2023-04-06,1500000.0,Seed,Alpha Crypto,Off-chain compute protocol,False
Steer Protocol,2023-04-06,1500000.0,Seed,BuidlHodl,Off-chain compute protocol,False
Steer Protocol,2023-04-06,1500000.0,Seed,Sushi,Off-chain compute protocol,False
Steer Protocol,2023-04-06,1500000.0,Seed,Middle Class Capital,Off-chain compute protocol,False
Opside,2023-04-06,4000000.0,Seed,Web3.com,Three-layer platform providing ZKRollup as a Service,True
Finst,2023-04-05,4400000.0,Seed,Sentillia,CEX,True
RACA,2023-04-05,16000000.0,Seed,DWF Labs,Web3 gaming ecosystem,True
RACA,2023-04-05,16000000.0,Seed,Tachyon,Web3 gaming ecosystem,False
RACA,2023-04-05,16000000.0,Seed,OKX Ventures,Web3 gaming ecosystem,False
M^ZERO,2023-04-05,22500000.0,Seed,Pantera Capital,Neutral Value Transmission Framework Able to Permissionlessly Mint Currencies Under Decentralized Governance,True
M^ZERO,2023-04-05,22500000.0,Seed,Salt Fund,Neutral Value Transmission Framework Able to Permissionlessly Mint Currencies Under Decentralized Governance,False
M^ZERO,2023-04-05,22500000.0,Seed,Mouro Capital,Neutral Value Transmission Framework Able to Permissionlessly Mint Currencies Under Decentralized Governance,False
M^ZERO,2023-04-05,22500000.0,Seed,Road Capital,Neutral Value Transmission Framework Able to Permissionlessly Mint Currencies Under Decentralized Governance,False
M^ZERO,2023-04-05,22500000.0,Seed,AirTree Ventures,Neutral Value Transmission Framework Able to Permissionlessly Mint Currencies Under Decentralized Governance,False
M^ZERO,2023-04-05,22500000.0,Seed,Standard Crypto,Neutral Value Transmission Framework Able to Permissionlessly Mint Currencies Under Decentralized Governance,False
M^ZERO,2023-04-05,22500000.0,Seed,ParaFi Capital,Neutral Value Transmission Framework Able to Permissionlessly Mint Currencies Under Decentralized Governance,False
M^ZERO,2023-04-05,22500000.0,Seed,Distributed Capital Partners,Neutral Value Transmission Framework Able to Permissionlessly Mint Currencies Under Decentralized Governance,False
M^ZERO,2023-04-05,22500000.0,Seed,Kraynos Capital,Neutral Value Transmission Framework Able to Permissionlessly Mint Currencies Under Decentralized Governance,False
M^ZERO,2023-04-05,22500000.0,Seed,Earlybird Venture Capital,Neutral Value Transmission Framework Able to Permissionlessly Mint Currencies Under Decentralized Governance,False
Astria,2023-04-04,5500000.0,Seed,Maven11,Shared sequencer network,True
Astria,2023-04-04,5500000.0,Seed,1kx,Shared sequencer network,False
Astria,2023-04-04,5500000.0,Seed,Delphi Digital,Shared sequencer network,False
Astria,2023-04-04,5500000.0,Seed,Figment Capital,Shared sequencer network,False
Astria,2023-04-04,5500000.0,Seed,Lemniscap,Shared sequencer network,False
Astria,2023-04-04,5500000.0,Seed,Nurikabe,Shared sequencer network,False
Astria,2023-04-04,5500000.0,Seed,Anagram,Shared sequencer network,False
Astria,2023-04-04,5500000.0,Seed,Robot Ventures,Shared sequencer network,False
Astria,2023-04-04,5500000.0,Seed,Breed VC,Shared sequencer network,False
Franklin,2023-04-04,2900000.0,Seed,gumi Cryptos Capital,Crypto Payroll Company,True
Franklin,2023-04-04,2900000.0,Seed,CMT Digital,Crypto Payroll Company,True
Franklin,2023-04-04,2900000.0,Seed,Arca,Crypto Payroll Company,False
Nibiru Chain,2023-04-04,8500000.0,Seed,Tribe Capital,DeFi hub,True
Nibiru Chain,2023-04-04,8500000.0,Seed,Republic Capital,DeFi hub,True
Nibiru Chain,2023-04-04,8500000.0,Seed,NGC Ventures,DeFi hub,True
Nibiru Chain,2023-04-04,8500000.0,Seed,Original Capital,DeFi hub,True
LayerZero,2023-04-04,120000000.0,Series B,a16z,Message passing between blockchains,True
LayerZero,2023-04-04,120000000.0,Series B,Christie's,Message passing between blockchains,False
LayerZero,2023-04-04,120000000.0,Series B,Sequoia Capital,Message passing between blockchains,False
LayerZero,2023-04-04,120000000.0,Series B,Samsung Next,Message passing between blockchains,False
LayerZero,2023-04-04,120000000.0,Series B,Bond,Message passing between blockchains,False
LayerZero,2023-04-04,120000000.0,Series B,Circle Ventures,Message passing between blockchains,False
LayerZero,2023-04-04,120000000.0,Series B,OpenSea Ventures,Message passing between blockchains,False
Ecosapiens,2023-04-04,3500000.0,Seed,Collab+Currency,Carbon-Backed NFT Collection,True
Ecosapiens,2023-04-04,3500000.0,Seed,gmoney,Carbon-Backed NFT Collection,False
Ecosapiens,2023-04-04,3500000.0,Seed,Shan Aggrawal,Carbon-Backed NFT Collection,False
Ecosapiens,2023-04-04,3500000.0,Seed,Ryan Carson,Carbon-Backed NFT Collection,False
Bitget,2023-04-04,10000000.0,None,Dragonfly Capital,CEX,True
DappBack,2023-04-04,2500000.0,Seed,Greenfield Capital,NFT loyalty program for protocols and retail companies,True
DappBack,2023-04-04,2500000.0,Seed,IOSG Ventures,NFT loyalty program for protocols and retail companies,True
Authlete,2023-04-04,4000000.0,Series A,SBI Digital Asset Holdings,digital identity and API security standards,True
Satsuma,2023-04-04,5000000.0,Seed,Initialized Capital,Blockchain data indexing platform,True
Satsuma,2023-04-04,5000000.0,Seed,Archetype Ventures,Blockchain data indexing platform,True
Satsuma,2023-04-04,5000000.0,Seed,OpenSea,Blockchain data indexing platform,False
Satsuma,2023-04-04,5000000.0,Seed,Y Combinator,Blockchain data indexing platform,False
Satsuma,2023-04-04,5000000.0,Seed,Homebrew,Blockchain data indexing platform,False
Satsuma,2023-04-04,5000000.0,Seed,South Park Commons,Blockchain data indexing platform,False
GoJoe,2023-04-03,1480000.0,None,Superbet Ventures,Social fitness app,True
GoJoe,2023-04-03,1480000.0,None,Animoca Brands,Social fitness app,False
GoJoe,2023-04-03,1480000.0,None,Michael Carrick,Social fitness app,False
GoJoe,2023-04-03,1480000.0,None,Alistair Brownlee,Social fitness app,False
Alchemy Pay,2023-04-03,10000000.0,None,DWF Labs,Fiat-Crypto Payment Gateway,True
Ledger,2023-03-30,109000000.0,None,10T Holdings,Hardware wallet,False
Ledger,2023-03-30,109000000.0,None,Cap Horn,Hardware wallet,False
Ledger,2023-03-30,109000000.0,None,Morgan Creek Digital,Hardware wallet,False
Ledger,2023-03-30,109000000.0,None,Cathay Innovation,Hardware wallet,False
Ledger,2023-03-30,109000000.0,None,True Global Ventures,Hardware wallet,False
Ledger,2023-03-30,109000000.0,None,Cite Gestion SPV,Hardware wallet,False
Ledger,2023-03-30,109000000.0,None,Digital Finance Group,Hardware wallet,False
Ledger,2023-03-30,109000000.0,None,VaynerFund,Hardware wallet,False
Polytrade,2023-03-30,3800000.0,Seed,Alpha Wave,Web3 protocol focused on global trade,True
Polytrade,2023-03-30,3800000.0,Seed,Matrix Partners,Web3 protocol focused on global trade,True
Polytrade,2023-03-30,3800000.0,Seed,Polygon Ventures,Web3 protocol focused on global trade,True
Polytrade,2023-03-30,3800000.0,Seed,CoinSwitch Ventures,Web3 protocol focused on global trade,True
Polytrade,2023-03-30,3800000.0,Seed,Singularity Ventures,Web3 protocol focused on global trade,False
Polytrade,2023-03-30,3800000.0,Seed,GTM Ventures,Web3 protocol focused on global trade,False
PoseiSwap,2023-03-30,1500000.0,Strategic ,Zebec Labs,Dex,True
PoseiSwap,2023-03-30,1500000.0,Strategic ,Eclipse,Dex,False
PoseiSwap,2023-03-30,1500000.0,Strategic ,Notifi,Dex,False
LI.FI,2023-03-30,17500000.0,Series A,CoinFund,"provider of a multi-chain liquidity and data gateway,",True
LI.FI,2023-03-30,17500000.0,Series A,Superscrypt,"provider of a multi-chain liquidity and data gateway,",True
LI.FI,2023-03-30,17500000.0,Series A,Bloccelerate,"provider of a multi-chain liquidity and data gateway,",False
LI.FI,2023-03-30,17500000.0,Series A,L1 Digital,"provider of a multi-chain liquidity and data gateway,",False
LI.FI,2023-03-30,17500000.0,Series A,Circle,"provider of a multi-chain liquidity and data gateway,",False
LI.FI,2023-03-30,17500000.0,Series A,Perridon Ventures,"provider of a multi-chain liquidity and data gateway,",False
LI.FI,2023-03-30,17500000.0,Series A,Theta Capital,"provider of a multi-chain liquidity and data gateway,",False
LI.FI,2023-03-30,17500000.0,Series A,Three Point Capital,"provider of a multi-chain liquidity and data gateway,",False
LI.FI,2023-03-30,17500000.0,Series A,Abra,"provider of a multi-chain liquidity and data gateway,",False
Fetch.AI,2023-03-29,40000000.0,Equity + Token,DWF Labs,"Fetch.AI develops a decentralized network for digital representatives to find, communicate, and trade with each other.",True
Econia Labs,2023-03-29,6500000.0,Seed,Dragonfly Capital,hyper-parallelized on-chain order book,True
Econia Labs,2023-03-29,6500000.0,Seed,Lightspeed Faction,hyper-parallelized on-chain order book,False
Econia Labs,2023-03-29,6500000.0,Seed,Wintermute,hyper-parallelized on-chain order book,False
Econia Labs,2023-03-29,6500000.0,Seed,Hudson River Trading,hyper-parallelized on-chain order book,False
Econia Labs,2023-03-29,6500000.0,Seed,Flow Traders,hyper-parallelized on-chain order book,False
So-Col,2023-03-28,1500000.0,Private token sale,DWF Labs,web3 social platform,True
LandVault,2023-03-28,3000000.0,Series B1,The Sandbox,metaverse construction firm,False
LandVault,2023-03-28,3000000.0,Series B1,The Gemini Frontier Fund,metaverse construction firm,False
LandVault,2023-03-28,3000000.0,Series B1,HodlCo,metaverse construction firm,False
LandVault,2023-03-28,3000000.0,Series B1,Kingsway Capital,metaverse construction firm,False
EigenLayer,2023-03-28,50000000.0,Series A,Blockchain Capital,Ethereum restaking protocol ,True
EigenLayer,2023-03-28,50000000.0,Series A,Coinbase Ventures,Ethereum restaking protocol ,False
EigenLayer,2023-03-28,50000000.0,Series A,Polychain Capital,Ethereum restaking protocol ,False
Conduit,2023-03-28,7000000.0,Seed,Paradigm,None,True
Conduit,2023-03-28,7000000.0,Seed,Robert Miller,None,False
Conduit,2023-03-28,7000000.0,Seed,Ludwig Petterson,None,False
Conduit,2023-03-28,7000000.0,Seed,Dan Romero,None,False
Conduit,2023-03-28,7000000.0,Seed, Guillaume Poncin,None,False
Conduit,2023-03-28,7000000.0,Seed,Joshua Ma,None,False
Conduit,2023-03-28,7000000.0,Seed, Lakshman Sankar,None,False
Narwhal Finance,2023-03-24,1000000.0,Seed,Animoca Ventures,decentralized cross-market perpetual trading platform,True
Narwhal Finance,2023-03-24,1000000.0,Seed,Hailstone Ventures,decentralized cross-market perpetual trading platform,False
Particle Network,2023-03-24,7000000.0,Seed,Animoca Brands,mobile app data and development platform for Web3.0,False
Particle Network,2023-03-24,7000000.0,Seed,Longhash Ventures,mobile app data and development platform for Web3.0,False
Particle Network,2023-03-24,7000000.0,Seed,GSR Ventures,mobile app data and development platform for Web3.0,False
Particle Network,2023-03-24,7000000.0,Seed,HashKey,mobile app data and development platform for Web3.0,False
Particle Network,2023-03-24,7000000.0,Seed,OP Crypto,mobile app data and development platform for Web3.0,False
Hadean,2023-03-24,5000000.0,Series A+,Ericsson Ventures,Metaverse Infrastructure ,False
Hadean,2023-03-24,5000000.0,Series A+,Metrea Discovery,Metaverse Infrastructure ,False
Hadean,2023-03-24,5000000.0,Series A+,VU Venture Partners,Metaverse Infrastructure ,False
Hadean,2023-03-24,5000000.0,Series A+,Sancta Capital,Metaverse Infrastructure ,False
Hadean,2023-03-24,5000000.0,Series A+,Tirta Ventures,Metaverse Infrastructure ,False
Radix,2023-03-23,10000000.0,None,DWF Labs,Layer 1 protocol focussed on DeFi,True
Aspecta,2023-03-23,3500000.0,Seed,ZhenFund,Web3 identity protocol,False
Aspecta,2023-03-23,3500000.0,Seed,Hashkey Capital,Web3 identity protocol,False
Aspecta,2023-03-23,3500000.0,Seed,Foresight Ventures,Web3 identity protocol,False
Aspecta,2023-03-23,3500000.0,Seed,Galxe,Web3 identity protocol,False
Aspecta,2023-03-23,3500000.0,Seed,Dorahacks,Web3 identity protocol,False
Aspecta,2023-03-23,3500000.0,Seed,CyberConnect,Web3 identity protocol,False
Aspecta,2023-03-23,3500000.0,Seed,Mask Network,Web3 identity protocol,False
Aspecta,2023-03-23,3500000.0,Seed,P12,Web3 identity protocol,False
Aspecta,2023-03-23,3500000.0,Seed,Miracle Plus,Web3 identity protocol,False
Aspecta,2023-03-23,3500000.0,Seed,UpHonest Capital,Web3 identity protocol,False
Aspecta,2023-03-23,3500000.0,Seed,TSVC,Web3 identity protocol,False
Aspecta,2023-03-23,3500000.0,Seed,Taihill Venture,Web3 identity protocol,False
Aspecta,2023-03-23,3500000.0,Seed,The Y Startup Index,Web3 identity protocol,False
Aspecta,2023-03-23,3500000.0,Seed,SNZ Capital,Web3 identity protocol,False
Aspecta,2023-03-23,3500000.0,Seed,Infinity Ventures Crypto,Web3 identity protocol,False
Aspecta,2023-03-23,3500000.0,Seed,Bing Ventures,Web3 identity protocol,False
Aspecta,2023-03-23,3500000.0,Seed,Gate Labs,Web3 identity protocol,False
Aspecta,2023-03-23,3500000.0,Seed,Emurgo Ventures,Web3 identity protocol,False
BitKeep,2023-03-22,30000000.0,None,Bitget,decentralized multi-chain wallet ,True
Carbonable,2023-03-21,1200000.0,Seed,Ethereal Ventures,Ethereum-Based Carbon Tracker ,True
Carbonable,2023-03-21,1200000.0,Seed,La Poste Ventures,Ethereum-Based Carbon Tracker ,True
Carbonable,2023-03-21,1200000.0,Seed,StarkWare,Ethereum-Based Carbon Tracker ,False
CrossX,2023-03-21,6350000.0,Seed,Exness Ltd,Institutional execution-only crypto trading venue for spot and perps,False
CrossX,2023-03-21,6350000.0,Seed,Flow Traders,Institutional execution-only crypto trading venue for spot and perps,False
CrossX,2023-03-21,6350000.0,Seed,Gate.io,Institutional execution-only crypto trading venue for spot and perps,False
CrossX,2023-03-21,6350000.0,Seed,GMO Internet Group,Institutional execution-only crypto trading venue for spot and perps,False
CrossX,2023-03-21,6350000.0,Seed,Laser Digital,Institutional execution-only crypto trading venue for spot and perps,False
CrossX,2023-03-21,6350000.0,Seed,Pepperstone,Institutional execution-only crypto trading venue for spot and perps,False
CrossX,2023-03-21,6350000.0,Seed,Think Markets,Institutional execution-only crypto trading venue for spot and perps,False
CrossX,2023-03-21,6350000.0,Seed,TMGM,Institutional execution-only crypto trading venue for spot and perps,False
CrossX,2023-03-21,6350000.0,Seed,Two Sigma Ventures,Institutional execution-only crypto trading venue for spot and perps,False
CrossX,2023-03-21,6350000.0,Seed,Wintermute,Institutional execution-only crypto trading venue for spot and perps,False
CCP Games,2023-03-21,40000000.0,Seed,a16z,Web3 game developer,True
CCP Games,2023-03-21,40000000.0,Seed,Makers Fund,Web3 game developer,False
CCP Games,2023-03-21,40000000.0,Seed,BITKRAFT Ventures,Web3 game developer,False
CCP Games,2023-03-21,40000000.0,Seed,Kingsway Capital,Web3 game developer,False
CCP Games,2023-03-21,40000000.0,Seed,Hashed,Web3 game developer,False
CCP Games,2023-03-21,40000000.0,Seed,Nexon,Web3 game developer,False
OP3N,2023-03-21,28000000.0,Series A,Animoca Brands,platform that combines the best of Web2 and Web3 into a chat SuperApp,True
OP3N,2023-03-21,28000000.0,Series A,Dragonfly Capital,platform that combines the best of Web2 and Web3 into a chat SuperApp,False
OP3N,2023-03-21,28000000.0,Series A,Galaxy Digital,platform that combines the best of Web2 and Web3 into a chat SuperApp,False
OP3N,2023-03-21,28000000.0,Series A,Republic Crypto,platform that combines the best of Web2 and Web3 into a chat SuperApp,False
OP3N,2023-03-21,28000000.0,Series A,Connect Ventures,platform that combines the best of Web2 and Web3 into a chat SuperApp,False
Gryfyn,2023-03-21,7500000.0,None,Liberty City Ventures,Digital Asset Custodial Wallet to access Web3 experiences,False
Gryfyn,2023-03-21,7500000.0,None,Mind Fund,Digital Asset Custodial Wallet to access Web3 experiences,False
Gryfyn,2023-03-21,7500000.0,None,GameFi Ventures,Digital Asset Custodial Wallet to access Web3 experiences,False
Gryfyn,2023-03-21,7500000.0,None,Lavender Hill Capital Partners,Digital Asset Custodial Wallet to access Web3 experiences,False
Gryfyn,2023-03-21,7500000.0,None,Animoca Ventures,Digital Asset Custodial Wallet to access Web3 experiences,False
Gryfyn,2023-03-21,7500000.0,None,LeadBlock Partners,Digital Asset Custodial Wallet to access Web3 experiences,False
Gryfyn,2023-03-21,7500000.0,None,Angel Hub,Digital Asset Custodial Wallet to access Web3 experiences,False
Gryfyn,2023-03-21,7500000.0,None,Brinc,Digital Asset Custodial Wallet to access Web3 experiences,False
Gryfyn,2023-03-21,7500000.0,None,Gabby Dizon,Digital Asset Custodial Wallet to access Web3 experiences,False
Megaton Finance,2023-03-20,1500000.0,Seed,TONcoin.fund,AMM-based DEX protocol to actively utilize the assets on the TON Network,True
Metatime,2023-03-20,11000000.0,Seed,Yildiz Tekno GSYO,"SocialFi, GameFi, DEX",False
Auros Global ,2023-03-20,17000000.0,None,Vivienne Court,algorithmic trading and market making firm,True
Auros Global ,2023-03-20,17000000.0,None,Bit Digital Inc,algorithmic trading and market making firm,False
Auros Global ,2023-03-20,17000000.0,None,Trovio,algorithmic trading and market making firm,False
Auros Global ,2023-03-20,17000000.0,None,Epoch Capital,algorithmic trading and market making firm,False
Auros Global ,2023-03-20,17000000.0,None,Primal Capital,algorithmic trading and market making firm,False
Soul Wallet,2023-03-16,3000000.0,Seed,Struck Crypto,A next-generation smart contract wallet powered by ERC-4337. Simply set up in seconds without recovery phrase,False
Soul Wallet,2023-03-16,3000000.0,Seed,Game7,A next-generation smart contract wallet powered by ERC-4337. Simply set up in seconds without recovery phrase,False
Soul Wallet,2023-03-16,3000000.0,Seed,NGC Ventures,A next-generation smart contract wallet powered by ERC-4337. Simply set up in seconds without recovery phrase,False
Soul Wallet,2023-03-16,3000000.0,Seed,Dispersion Capital,A next-generation smart contract wallet powered by ERC-4337. Simply set up in seconds without recovery phrase,False
Soul Wallet,2023-03-16,3000000.0,Seed,Ankr,A next-generation smart contract wallet powered by ERC-4337. Simply set up in seconds without recovery phrase,False
Soul Wallet,2023-03-16,3000000.0,Seed,Signum Capital,A next-generation smart contract wallet powered by ERC-4337. Simply set up in seconds without recovery phrase,False
Soul Wallet,2023-03-16,3000000.0,Seed,Tim Beiko,A next-generation smart contract wallet powered by ERC-4337. Simply set up in seconds without recovery phrase,False
Soul Wallet,2023-03-16,3000000.0,Seed,Terence.eth,A next-generation smart contract wallet powered by ERC-4337. Simply set up in seconds without recovery phrase,False
Soul Wallet,2023-03-16,3000000.0,Seed,David Hoffmann,A next-generation smart contract wallet powered by ERC-4337. Simply set up in seconds without recovery phrase,False
Soul Wallet,2023-03-16,3000000.0,Seed,Ryan Adams,A next-generation smart contract wallet powered by ERC-4337. Simply set up in seconds without recovery phrase,False
Soul Wallet,2023-03-16,3000000.0,Seed,Sassal.eth,A next-generation smart contract wallet powered by ERC-4337. Simply set up in seconds without recovery phrase,False
Soul Wallet,2023-03-16,3000000.0,Seed,Anthony Bertolino,A next-generation smart contract wallet powered by ERC-4337. Simply set up in seconds without recovery phrase,False
Soul Wallet,2023-03-16,3000000.0,Seed,Suji Yan,A next-generation smart contract wallet powered by ERC-4337. Simply set up in seconds without recovery phrase,False
Soul Wallet,2023-03-16,3000000.0,Seed,𝚂𝚌𝚘𝚝𝚝 𝙼𝚘𝚘𝚛𝚎,A next-generation smart contract wallet powered by ERC-4337. Simply set up in seconds without recovery phrase,False
Soul Wallet,2023-03-16,3000000.0,Seed,Nicholas Hu,A next-generation smart contract wallet powered by ERC-4337. Simply set up in seconds without recovery phrase,False
Blueberry,2023-03-16,1200000.0,Seed,Bitscale Capital,leverage on-chain,False
Metalink,2023-03-15,6000000.0,Seed,Sebastien Borget,"NFT, Real time Notifications",False
Metalink,2023-03-15,6000000.0,Seed,Balaji Srinivasan,"NFT, Real time Notifications",False
Metalink,2023-03-15,6000000.0,Seed,Arrington XRP Capital,"NFT, Real time Notifications",False
Metalink,2023-03-15,6000000.0,Seed,Sound Ventures,"NFT, Real time Notifications",False
Metalink,2023-03-15,6000000.0,Seed,gmoney,"NFT, Real time Notifications",False
Metalink,2023-03-15,6000000.0,Seed,Meltem Demirors,"NFT, Real time Notifications",False
Metalink,2023-03-15,6000000.0,Seed,Gemini Frontier Fund,"NFT, Real time Notifications",False
Metalink,2023-03-15,6000000.0,Seed,Dapper Labs,"NFT, Real time Notifications",False
Staging Labs,2023-03-15,1100000.0,Preseed,NGC Ventures,Security Saferoot,False
Staging Labs,2023-03-15,1100000.0,Preseed,The General Partnership,Security Saferoot,False
Staging Labs,2023-03-15,1100000.0,Preseed,Gaingels,Security Saferoot,False
Staging Labs,2023-03-15,1100000.0,Preseed,Flourish Ventures,Security Saferoot,False
Staging Labs,2023-03-15,1100000.0,Preseed,AlphaGrep,Security Saferoot,False
Staging Labs,2023-03-15,1100000.0,Preseed,ConsenSys,Security Saferoot,False
Staging Labs,2023-03-15,1100000.0,Preseed,Coinbase,Security Saferoot,False
Staging Labs,2023-03-15,1100000.0,Preseed,Anchorage Digital,Security Saferoot,False
Staging Labs,2023-03-15,1100000.0,Preseed,Chainanalysis,Security Saferoot,False
Staging Labs,2023-03-15,1100000.0,Preseed,Quicknode,Security Saferoot,False
Staging Labs,2023-03-15,1100000.0,Preseed,Merkle Science,Security Saferoot,False
Staging Labs,2023-03-15,1100000.0,Preseed,Mistral Venture Partners,Security Saferoot,False
Staging Labs,2023-03-15,1100000.0,Preseed,Anwar Jeffrey,Security Saferoot,False
Staging Labs,2023-03-15,1100000.0,Preseed,David Au-Yeung,Security Saferoot,False
Jungle,2023-03-14,6000000.0,Seed,Bitkraft VC,Web3 gaming studio publishinghybrid games that are mobile first and blockchain-enabled,True
Jungle,2023-03-14,6000000.0,Seed,Framework Ventures,Web3 gaming studio publishinghybrid games that are mobile first and blockchain-enabled,True
Jungle,2023-03-14,6000000.0,Seed,Delphi Digital,Web3 gaming studio publishinghybrid games that are mobile first and blockchain-enabled,False
Jungle,2023-03-14,6000000.0,Seed,32-bit Ventures,Web3 gaming studio publishinghybrid games that are mobile first and blockchain-enabled,False
Jungle,2023-03-14,6000000.0,Seed,4RC,Web3 gaming studio publishinghybrid games that are mobile first and blockchain-enabled,False
Jungle,2023-03-14,6000000.0,Seed,Bodhi Ventures,Web3 gaming studio publishinghybrid games that are mobile first and blockchain-enabled,False
Jungle,2023-03-14,6000000.0,Seed,Karatage,Web3 gaming studio publishinghybrid games that are mobile first and blockchain-enabled,False
Jungle,2023-03-14,6000000.0,Seed,Monoceros,Web3 gaming studio publishinghybrid games that are mobile first and blockchain-enabled,False
Jungle,2023-03-14,6000000.0,Seed,Stateless Ventures,Web3 gaming studio publishinghybrid games that are mobile first and blockchain-enabled,False
Jungle,2023-03-14,6000000.0,Seed,SNACKCLUB,Web3 gaming studio publishinghybrid games that are mobile first and blockchain-enabled,False
Jungle,2023-03-14,6000000.0,Seed,Norte Ventures,Web3 gaming studio publishinghybrid games that are mobile first and blockchain-enabled,False
Jungle,2023-03-14,6000000.0,Seed,Adrian Pang,Web3 gaming studio publishinghybrid games that are mobile first and blockchain-enabled,False
Jungle,2023-03-14,6000000.0,Seed,Chris Gonsalves,Web3 gaming studio publishinghybrid games that are mobile first and blockchain-enabled,False
Jungle,2023-03-14,6000000.0,Seed,Christian Manea,Web3 gaming studio publishinghybrid games that are mobile first and blockchain-enabled,False
Jungle,2023-03-14,6000000.0,Seed,Joe Mahon,Web3 gaming studio publishinghybrid games that are mobile first and blockchain-enabled,False
Jungle,2023-03-14,6000000.0,Seed,Kieran Warwick,Web3 gaming studio publishinghybrid games that are mobile first and blockchain-enabled,False
Jungle,2023-03-14,6000000.0,Seed,Mario Augusto SA,Web3 gaming studio publishinghybrid games that are mobile first and blockchain-enabled,False
Jungle,2023-03-14,6000000.0,Seed,Ray Jang,Web3 gaming studio publishinghybrid games that are mobile first and blockchain-enabled,False
DRESSX,2023-03-14,15000000.0,Series A,Greenfield Capital,Digital Fashion plattform,True
DRESSX,2023-03-14,15000000.0,Series A,Slow Ventures,Digital Fashion plattform,False
DRESSX,2023-03-14,15000000.0,Series A,Warner Music Group,Digital Fashion plattform,False
DRESSX,2023-03-14,15000000.0,Series A,The Artemis Fund,Digital Fashion plattform,False
DRESSX,2023-03-14,15000000.0,Series A,Red DAO,Digital Fashion plattform,False
DRESSX,2023-03-14,15000000.0,Series A,Warner Music Group,Digital Fashion plattform,False
Proven,2023-03-09,15800000.0,Seed,Framework Ventures,Zero-Knowledge Proof of Solvency Solution for Crypto,True
Proven,2023-03-09,15800000.0,Seed,Balaji Srinivasan,Zero-Knowledge Proof of Solvency Solution for Crypto,False
Proven,2023-03-09,15800000.0,Seed,Roger Chen,Zero-Knowledge Proof of Solvency Solution for Crypto,False
Proven,2023-03-09,15800000.0,Seed,Ada Yeo,Zero-Knowledge Proof of Solvency Solution for Crypto,False
Proven,2023-03-09,15800000.0,Seed,Naval Ravikant,Zero-Knowledge Proof of Solvency Solution for Crypto,False
Tonstarter,2023-03-09,1500000.0,Seed,Kingsway Capital,Launchpad on TON,False
Tonstarter,2023-03-09,1500000.0,Seed,Gate.io,Launchpad on TON,False
Tonstarter,2023-03-09,1500000.0,Seed,DWF Labs,Launchpad on TON,False
Tonstarter,2023-03-09,1500000.0,Seed,Hexit,Launchpad on TON,False
