Company,Date,Amount Raised,Round,Investor,Description,Lead
Zapper,2021-05-17,15000000.0,Series A,ParaFi Capital,Zapper is a fintech platform that manages all DeFi assets from one simple interface.,False
Zapper,2021-05-17,15000000.0,Series A,Scalar Capital,Zapper is a fintech platform that manages all DeFi assets from one simple interface.,False
Zapper,2021-05-17,15000000.0,Series A,Sino Global Capital,Zapper is a fintech platform that manages all DeFi assets from one simple interface.,False
Zapper,2021-05-17,15000000.0,Series A,Sound Ventures,Zapper is a fintech platform that manages all DeFi assets from one simple interface.,False
Zapper,2021-05-17,15000000.0,Series A,Stani Kulechov,Zapper is a fintech platform that manages all DeFi assets from one simple interface.,False
Bit.Country Network,2021-05-15,4000000.0,Seed,Altonomy,Network for user-created metaverses & games.,False
Bit.Country Network,2021-05-15,4000000.0,Seed,Animoca Brands,Network for user-created metaverses & games.,False
Bit.Country Network,2021-05-15,4000000.0,Seed,CMS Holdings,Network for user-created metaverses & games.,False
Bit.Country Network,2021-05-15,4000000.0,Seed,Digital Finance Group,Network for user-created metaverses & games.,False
Bit.Country Network,2021-05-15,4000000.0,Seed,Genblock Capital,Network for user-created metaverses & games.,False
Bit.Country Network,2021-05-15,4000000.0,Seed,Geoffrey Woo,Network for user-created metaverses & games.,False
Bit.Country Network,2021-05-15,4000000.0,Seed,Hypersphere Ventures,Network for user-created metaverses & games.,False
Bit.Country Network,2021-05-15,4000000.0,Seed,Illusionist Group,Network for user-created metaverses & games.,False
Bit.Country Network,2021-05-15,4000000.0,Seed,Jake Paul,Network for user-created metaverses & games.,False
Bit.Country Network,2021-05-15,4000000.0,Seed,Kernel Ventures,Network for user-created metaverses & games.,False
Bit.Country Network,2021-05-15,4000000.0,Seed,LD Capital,Network for user-created metaverses & games.,False
Bit.Country Network,2021-05-15,4000000.0,Seed,Longhash Ventures,Network for user-created metaverses & games.,False
Bit.Country Network,2021-05-15,4000000.0,Seed,Moonwhale Ventures,Network for user-created metaverses & games.,False
Bit.Country Network,2021-05-15,4000000.0,Seed,NGC Ventures,Network for user-created metaverses & games.,False
Bit.Country Network,2021-05-15,4000000.0,Seed,PAKA Capital,Network for user-created metaverses & games.,False
Bit.Country Network,2021-05-15,4000000.0,Seed,SevenX Ventures,Network for user-created metaverses & games.,False
Bit.Country Network,2021-05-15,4000000.0,Seed,Shima Capital,Network for user-created metaverses & games.,False
Animoca Brands,2021-05-13,88890000.0,None,AppWorks,Animoca Brands focuses on driving digital property rights via NFTs and gaming to help build the open metaverse.,False
Animoca Brands,2021-05-13,88890000.0,None,Coral DeFi,Animoca Brands focuses on driving digital property rights via NFTs and gaming to help build the open metaverse.,False
Animoca Brands,2021-05-13,88890000.0,None,Ellerston Capital,Animoca Brands focuses on driving digital property rights via NFTs and gaming to help build the open metaverse.,False
Animoca Brands,2021-05-13,88890000.0,None,Hashkey Capital,Animoca Brands focuses on driving digital property rights via NFTs and gaming to help build the open metaverse.,False
Animoca Brands,2021-05-13,88890000.0,None,Huobi Capital,Animoca Brands focuses on driving digital property rights via NFTs and gaming to help build the open metaverse.,False
Animoca Brands,2021-05-13,88890000.0,None,Kingsway Capital,Animoca Brands focuses on driving digital property rights via NFTs and gaming to help build the open metaverse.,False
Animoca Brands,2021-05-13,88890000.0,None,LCV Capital Management,Animoca Brands focuses on driving digital property rights via NFTs and gaming to help build the open metaverse.,False
Animoca Brands,2021-05-13,88890000.0,None,Liberty City Ventures,Animoca Brands focuses on driving digital property rights via NFTs and gaming to help build the open metaverse.,False
Animoca Brands,2021-05-13,88890000.0,None,Metapurse,Animoca Brands focuses on driving digital property rights via NFTs and gaming to help build the open metaverse.,False
Animoca Brands,2021-05-13,88890000.0,None,Octava Foundation,Animoca Brands focuses on driving digital property rights via NFTs and gaming to help build the open metaverse.,False
Animoca Brands,2021-05-13,88890000.0,None,RIT Capital Partners,Animoca Brands focuses on driving digital property rights via NFTs and gaming to help build the open metaverse.,False
Animoca Brands,2021-05-13,88890000.0,None,SNZ Holding,Animoca Brands focuses on driving digital property rights via NFTs and gaming to help build the open metaverse.,False
Vertalo,2021-05-13,5000000.0,Series A,CMT Digital,Vertalo is a SaaS solution connecting and enabling the digital asset economy.,False
Vertalo,2021-05-13,5000000.0,Series A,Collab+Currency,Vertalo is a SaaS solution connecting and enabling the digital asset economy.,False
Vertalo,2021-05-13,5000000.0,Series A,Deal Box,Vertalo is a SaaS solution connecting and enabling the digital asset economy.,False
Vertalo,2021-05-13,5000000.0,Series A,Hampstead Park Capital Management,Vertalo is a SaaS solution connecting and enabling the digital asset economy.,False
Vertalo,2021-05-13,5000000.0,Series A,MountX Capital,Vertalo is a SaaS solution connecting and enabling the digital asset economy.,False
Vertalo,2021-05-13,5000000.0,Series A,Naples Technology Ventures,Vertalo is a SaaS solution connecting and enabling the digital asset economy.,False
Vertalo,2021-05-13,5000000.0,Series A,Quansight Initiate,Vertalo is a SaaS solution connecting and enabling the digital asset economy.,False
Vertalo,2021-05-13,5000000.0,Series A,Shasta Ventures,Vertalo is a SaaS solution connecting and enabling the digital asset economy.,False
Vertalo,2021-05-13,5000000.0,Series A,Sputnik ATX,Vertalo is a SaaS solution connecting and enabling the digital asset economy.,False
Vertalo,2021-05-13,5000000.0,Series A,Tezos Foundation,Vertalo is a SaaS solution connecting and enabling the digital asset economy.,False
Vertalo,2021-05-13,5000000.0,Series A,Wave Financial Group,Vertalo is a SaaS solution connecting and enabling the digital asset economy.,False
Vertalo,2021-05-13,5000000.0,Series A,Wedbush Capital Partners,Vertalo is a SaaS solution connecting and enabling the digital asset economy.,False
Vertalo,2021-05-13,5000000.0,Series A,Wedbush Ventures,Vertalo is a SaaS solution connecting and enabling the digital asset economy.,False
PolySign,2021-05-13,58490000.0,Series B,Blockchain.com Ventures,PolySign develops secure and scalable infrastructure for financial institutions to fully leverage their digital assets.,False
PolySign,2021-05-13,58490000.0,Series B,Cowen Group,PolySign develops secure and scalable infrastructure for financial institutions to fully leverage their digital assets.,False
PolySign,2021-05-13,58490000.0,Series B,PilotRock Investments,PolySign develops secure and scalable infrastructure for financial institutions to fully leverage their digital assets.,False
PolySign,2021-05-13,58490000.0,Series B,Race Capital,PolySign develops secure and scalable infrastructure for financial institutions to fully leverage their digital assets.,False
PolySign,2021-05-13,58490000.0,Series B,Sandia Holdings,PolySign develops secure and scalable infrastructure for financial institutions to fully leverage their digital assets.,False
Makara Digital,2021-05-13,2090000.0,Seed,Ascend,Makara Digital is a cryptocurrency investing platform that offers a secure proprietary trading technology that was built for digital assets.,True
Bonsai,2021-05-13,3000000.0,Seed,Activate Venture Partners,A new way to Q&A.,True
Bonsai,2021-05-13,3000000.0,Seed,TriplePoint Capital,A new way to Q&A.,True
Alice,2021-05-13,2000000.0,Seed,Accomplice,Alice is a decentralized finance mobile application that enables users to send money to friends.,False
Alice,2021-05-13,2000000.0,Seed,Arrington XRP Capital,Alice is a decentralized finance mobile application that enables users to send money to friends.,False
Alice,2021-05-13,2000000.0,Seed,Do Kwon,Alice is a decentralized finance mobile application that enables users to send money to friends.,False
Alice,2021-05-13,2000000.0,Seed,Mechanism Capital,Alice is a decentralized finance mobile application that enables users to send money to friends.,False
Startbahn,2021-05-12,10210000.0,Series B,iSGS Investment Works,Startbahn is to realise a richer society by providing the technology needed by artists and people involved in art all over the world.,False
Startbahn,2021-05-12,10210000.0,Series B,Miwa Taguchi,Startbahn is to realise a richer society by providing the technology needed by artists and people involved in art all over the world.,False
Startbahn,2021-05-12,10210000.0,Series B,Miyako Capital,Startbahn is to realise a richer society by providing the technology needed by artists and people involved in art all over the world.,False
Startbahn,2021-05-12,10210000.0,Series B,Seiichiro Yamamoto,Startbahn is to realise a richer society by providing the technology needed by artists and people involved in art all over the world.,False
Startbahn,2021-05-12,10210000.0,Series B,SX Capital Japan,Startbahn is to realise a richer society by providing the technology needed by artists and people involved in art all over the world.,False
Startbahn,2021-05-12,10210000.0,Series B,TBS Innovation Partners,Startbahn is to realise a richer society by providing the technology needed by artists and people involved in art all over the world.,False
Startbahn,2021-05-12,10210000.0,Series B,The University of Tokyo Edge Capital Partners,Startbahn is to realise a richer society by providing the technology needed by artists and people involved in art all over the world.,False
Startbahn,2021-05-12,10210000.0,Series B,Yoshihisa Nakano,Startbahn is to realise a richer society by providing the technology needed by artists and people involved in art all over the world.,False
Hashdex,2021-05-12,25450000.0,Series A,Alexia Ventures,Hashdex exists to bridge digital assets world and traditional markets unlocking the blockchain potential to mainstream investors.,False
Hashdex,2021-05-12,25450000.0,Series A,Canary,Hashdex exists to bridge digital assets world and traditional markets unlocking the blockchain potential to mainstream investors.,False
Hashdex,2021-05-12,25450000.0,Series A,Coinbase Ventures,Hashdex exists to bridge digital assets world and traditional markets unlocking the blockchain potential to mainstream investors.,False
Hashdex,2021-05-12,25450000.0,Series A,Fuse Capital,Hashdex exists to bridge digital assets world and traditional markets unlocking the blockchain potential to mainstream investors.,False
Hashdex,2021-05-12,25450000.0,Series A,Globo Ventures,Hashdex exists to bridge digital assets world and traditional markets unlocking the blockchain potential to mainstream investors.,False
Hashdex,2021-05-12,25450000.0,Series A,Igah Ventures,Hashdex exists to bridge digital assets world and traditional markets unlocking the blockchain potential to mainstream investors.,False
Hashdex,2021-05-12,25450000.0,Series A,Norte Ventures,Hashdex exists to bridge digital assets world and traditional markets unlocking the blockchain potential to mainstream investors.,False
Hashdex,2021-05-12,25450000.0,Series A,Scale-Up Ventures,Hashdex exists to bridge digital assets world and traditional markets unlocking the blockchain potential to mainstream investors.,False
Hashdex,2021-05-12,25450000.0,Series A,SoftBank,Hashdex exists to bridge digital assets world and traditional markets unlocking the blockchain potential to mainstream investors.,False
Hashdex,2021-05-12,25450000.0,Series A,Valor Capital Group,Hashdex exists to bridge digital assets world and traditional markets unlocking the blockchain potential to mainstream investors.,False
Tokenplace,2021-05-12,3000000.0,Seed,TrustSwap,"An online trading terminal which aggregates liquidity from multiple cryptocurrency exchanges, giving traders the best asset prices.",True
Forte,2021-05-12,185000000.0,Series B,a16z,Forte is an economic technology for games that powers NFTs and rich token economies.,False
Forte,2021-05-12,185000000.0,Series B,Battery Ventures,Forte is an economic technology for games that powers NFTs and rich token economies.,False
Forte,2021-05-12,185000000.0,Series B,Griffin Gaming Partners,Forte is an economic technology for games that powers NFTs and rich token economies.,False
Forte,2021-05-12,185000000.0,Series B,Intersection Fintech Ventures,Forte is an economic technology for games that powers NFTs and rich token economies.,False
Forte,2021-05-12,185000000.0,Series B,Intersection Growth Partners,Forte is an economic technology for games that powers NFTs and rich token economies.,False
Forte,2021-05-12,185000000.0,Series B,Union Grove Venture Partners,Forte is an economic technology for games that powers NFTs and rich token economies.,False
Jenny Metaverse DAO,2021-05-12,7000000.0,Pre-Seed,Animoca Brands,NFT collector DAO that pooled millions of dollars in order to buy the build one of the best collections in the ecosystem.,False
Jenny Metaverse DAO,2021-05-12,7000000.0,Pre-Seed,Ascensive Assets,NFT collector DAO that pooled millions of dollars in order to buy the build one of the best collections in the ecosystem.,False
Jenny Metaverse DAO,2021-05-12,7000000.0,Pre-Seed,Metapurse,NFT collector DAO that pooled millions of dollars in order to buy the build one of the best collections in the ecosystem.,False
Jenny Metaverse DAO,2021-05-12,7000000.0,Pre-Seed,Multicoin Capital,NFT collector DAO that pooled millions of dollars in order to buy the build one of the best collections in the ecosystem.,False
Lucid Green,2021-05-11,3100000.0,None,Bravos Capital,Lucid Green enables the cannabis industry to communicate trust and transparency through a direct connection with the consumer.,False
Lucid Green,2021-05-11,3100000.0,None,HALLEY Venture Partners,Lucid Green enables the cannabis industry to communicate trust and transparency through a direct connection with the consumer.,False
Lucid Green,2021-05-11,3100000.0,None,Silverleaf Venture Partners,Lucid Green enables the cannabis industry to communicate trust and transparency through a direct connection with the consumer.,False
Bullish Global,2021-05-11,300000000.0,None,Alan Howard,Bullish Global is a new blockchain-based cryptocurrency exchange designed to combine the performance.,False
Bullish Global,2021-05-11,300000000.0,None,Christian Angermayer,Bullish Global is a new blockchain-based cryptocurrency exchange designed to combine the performance.,False
Bullish Global,2021-05-11,300000000.0,None,Founders Fund,Bullish Global is a new blockchain-based cryptocurrency exchange designed to combine the performance.,False
Bullish Global,2021-05-11,300000000.0,None,Galaxy Digital,Bullish Global is a new blockchain-based cryptocurrency exchange designed to combine the performance.,False
Bullish Global,2021-05-11,300000000.0,None,Infinitas Capital,Bullish Global is a new blockchain-based cryptocurrency exchange designed to combine the performance.,False
Bullish Global,2021-05-11,300000000.0,None,Korify Capital,Bullish Global is a new blockchain-based cryptocurrency exchange designed to combine the performance.,False
Bullish Global,2021-05-11,300000000.0,None,Louis Bacon,Bullish Global is a new blockchain-based cryptocurrency exchange designed to combine the performance.,False
Bullish Global,2021-05-11,300000000.0,None,Nomura,Bullish Global is a new blockchain-based cryptocurrency exchange designed to combine the performance.,False
Bullish Global,2021-05-11,300000000.0,None,Richard Li,Bullish Global is a new blockchain-based cryptocurrency exchange designed to combine the performance.,False
Bullish Global,2021-05-11,300000000.0,None,Thiel Capital,Bullish Global is a new blockchain-based cryptocurrency exchange designed to combine the performance.,False
QANplatform,2021-05-11,2100000.0,None,BlackDragon,QANplatform is the Quantum-resistant hybrid blockchain platform. Build your software applications like DApps or Defi and run business processes on blockchain in 5 minutes with QANplatform.,False
QANplatform,2021-05-11,2100000.0,None,DeltaHub Capital,QANplatform is the Quantum-resistant hybrid blockchain platform. Build your software applications like DApps or Defi and run business processes on blockchain in 5 minutes with QANplatform.,False
QANplatform,2021-05-11,2100000.0,None,Fairum Ventures,QANplatform is the Quantum-resistant hybrid blockchain platform. Build your software applications like DApps or Defi and run business processes on blockchain in 5 minutes with QANplatform.,False
QANplatform,2021-05-11,2100000.0,None,Insignius Capital,QANplatform is the Quantum-resistant hybrid blockchain platform. Build your software applications like DApps or Defi and run business processes on blockchain in 5 minutes with QANplatform.,False
Axie Infinity,2021-05-11,7500000.0,Series A,500 Startups Vietnam,"Axie Infinity is a game centered around collecting, raising, and battling fantasy creatures called Axies. ",False
Axie Infinity,2021-05-11,7500000.0,Series A,Alexis Ohanian,"Axie Infinity is a game centered around collecting, raising, and battling fantasy creatures called Axies. ",False
Axie Infinity,2021-05-11,7500000.0,Series A,Collaborative Fund,"Axie Infinity is a game centered around collecting, raising, and battling fantasy creatures called Axies. ",False
Axie Infinity,2021-05-11,7500000.0,Series A,Libertus Capital,"Axie Infinity is a game centered around collecting, raising, and battling fantasy creatures called Axies. ",False
Axie Infinity,2021-05-11,7500000.0,Series A,Mark Cuban,"Axie Infinity is a game centered around collecting, raising, and battling fantasy creatures called Axies. ",False
Sky Mavis,2021-05-11,7500000.0,Series A,500 Startups,Sky Mavis is a technology company that creates decentralized applications and services.,False
Sky Mavis,2021-05-11,7500000.0,Series A,500 Startups Vietnam,Sky Mavis is a technology company that creates decentralized applications and services.,False
Sky Mavis,2021-05-11,7500000.0,Series A,Alexis Ohanian,Sky Mavis is a technology company that creates decentralized applications and services.,False
Sky Mavis,2021-05-11,7500000.0,Series A,Alliance DAO,Sky Mavis is a technology company that creates decentralized applications and services.,False
Sky Mavis,2021-05-11,7500000.0,Series A,Animoca Brands,Sky Mavis is a technology company that creates decentralized applications and services.,False
Sky Mavis,2021-05-11,7500000.0,Series A,Backed VC,Sky Mavis is a technology company that creates decentralized applications and services.,False
Sky Mavis,2021-05-11,7500000.0,Series A,BlockTower Capital,Sky Mavis is a technology company that creates decentralized applications and services.,False
Sky Mavis,2021-05-11,7500000.0,Series A,CoinGecko,Sky Mavis is a technology company that creates decentralized applications and services.,False
Sky Mavis,2021-05-11,7500000.0,Series A,Collab+Currency,Sky Mavis is a technology company that creates decentralized applications and services.,False
Sky Mavis,2021-05-11,7500000.0,Series A,Fabric Ventures,Sky Mavis is a technology company that creates decentralized applications and services.,False
Sky Mavis,2021-05-11,7500000.0,Series A,John Robinson,Sky Mavis is a technology company that creates decentralized applications and services.,False
Sky Mavis,2021-05-11,7500000.0,Series A,Kevin Lin,Sky Mavis is a technology company that creates decentralized applications and services.,False
Sky Mavis,2021-05-11,7500000.0,Series A,Konvoy Ventures,Sky Mavis is a technology company that creates decentralized applications and services.,False
Sky Mavis,2021-05-11,7500000.0,Series A,Libertus Capital,Sky Mavis is a technology company that creates decentralized applications and services.,False
Sky Mavis,2021-05-11,7500000.0,Series A,Mark Cuban,Sky Mavis is a technology company that creates decentralized applications and services.,False
VIA,2021-05-11,10080000.0,Series A,Prefix Capital,VIA helps energy companies realize the value of their data through Artificial Intelligence (AI) and Blockchain.,True
VIA,2021-05-11,10080000.0,Series A,The Westly Group,VIA helps energy companies realize the value of their data through Artificial Intelligence (AI) and Blockchain.,True
Adhara,2021-05-10,7500000.0,Series A,ConsenSys,"Real time global liquidity management, FX and international payments on CBDCs and tokenized money for banks and central banks",False
Adhara,2021-05-10,7500000.0,Series A,Force Over Mass Capital,"Real time global liquidity management, FX and international payments on CBDCs and tokenized money for banks and central banks",False
Adhara,2021-05-10,7500000.0,Series A,tokentus investment AG,"Real time global liquidity management, FX and international payments on CBDCs and tokenized money for banks and central banks",False
Adhara,2021-05-10,7500000.0,Series A,Yabeo Capital,"Real time global liquidity management, FX and international payments on CBDCs and tokenized money for banks and central banks",False
Sienna Network,2021-05-10,11200000.0,None,NGC Ventures,privacy-first decentralized finance protocol,False
Sienna Network,2021-05-10,11200000.0,None,Inclusion Capital,privacy-first decentralized finance protocol,False
Sienna Network,2021-05-10,11200000.0,None,Lotus Capital,privacy-first decentralized finance protocol,False
Sienna Network,2021-05-10,11200000.0,None,FBG Capital,privacy-first decentralized finance protocol,False
Sienna Network,2021-05-10,11200000.0,None,Skyvision Capital,privacy-first decentralized finance protocol,False
Pinata,2021-05-10,3600000.0,Seed,Greylock,Pinata is a media management company that provides media infrastructure and NFT platforms for creators and developers.,True
Pinata,2021-05-10,3600000.0,Seed,Offline Ventures,Pinata is a media management company that provides media infrastructure and NFT platforms for creators and developers.,True
Babel Finance,2021-05-10,40000000.0,Series A,Zoo Capital,Crypto Lender,True
Babel Finance,2021-05-10,40000000.0,Series A,Sequoia Capital China,Crypto Lender,True
Babel Finance,2021-05-10,40000000.0,Series A,Dragonfly Capital,Crypto Lender,True
Babel Finance,2021-05-10,40000000.0,Series A,BAI Capital,Crypto Lender,True
Babel Finance,2021-05-10,40000000.0,Series A,Bertelsmann,Crypto Lender,True
Babel Finance,2021-05-10,40000000.0,Series A,Tiger Global,Crypto Lender,False
Smartlink,2021-05-10,3000000.0,Private token sale,ZoomPass Holdings Inc,escrow payments ecosystem,False
Smartlink,2021-05-10,3000000.0,Private token sale,Blockgration Global Corp,escrow payments ecosystem,False
Smartlink,2021-05-10,3000000.0,Private token sale,Sourcing Force,escrow payments ecosystem,False
Wilder World,2021-05-09,3000000.0,ICO,Animoca Brands,Wilder World is a multilayered immersive 3D platform that allows users to collect and experience 3D augmented reality artworks.,False
Wilder World,2021-05-09,3000000.0,ICO,DCG,Wilder World is a multilayered immersive 3D platform that allows users to collect and experience 3D augmented reality artworks.,False
Wilder World,2021-05-09,3000000.0,ICO,Republic Capital,Wilder World is a multilayered immersive 3D platform that allows users to collect and experience 3D augmented reality artworks.,False
Wilder World,2021-05-09,3000000.0,ICO,Signum Capital,Wilder World is a multilayered immersive 3D platform that allows users to collect and experience 3D augmented reality artworks.,False
Wilder World,2021-05-09,3000000.0,ICO,The Spartan Group,Wilder World is a multilayered immersive 3D platform that allows users to collect and experience 3D augmented reality artworks.,False
Solv Protocol,2021-05-08,1000000.0,Seed,The Spartan Group,"platform for creating, using and trading financial NFTs",False
Solv Protocol,2021-05-08,1000000.0,Seed,Axia8 Ventures,"platform for creating, using and trading financial NFTs",False
Solv Protocol,2021-05-08,1000000.0,Seed,IOSG,"platform for creating, using and trading financial NFTs",False
Solv Protocol,2021-05-08,1000000.0,Seed,Hashed,"platform for creating, using and trading financial NFTs",False
Solv Protocol,2021-05-08,1000000.0,Seed,Krypital Group,"platform for creating, using and trading financial NFTs",False
Solv Protocol,2021-05-08,1000000.0,Seed,GBV Capital,"platform for creating, using and trading financial NFTs",False
Solv Protocol,2021-05-08,1000000.0,Seed,Maple Leaf Capital,"platform for creating, using and trading financial NFTs",False
Stratos,2021-05-08,1830000.0,Seed,Fundamental Labs,decentralized Data Mesh,False
Stratos,2021-05-08,1830000.0,Seed,Kenetic Capital,decentralized Data Mesh,False
Stratos,2021-05-08,1830000.0,Seed,Fenbushi Capital,decentralized Data Mesh,False
Stratos,2021-05-08,1830000.0,Seed,Particle XYZ,decentralized Data Mesh,False
Stratos,2021-05-08,1830000.0,Seed,Spark Digital Capital,decentralized Data Mesh,False
Stratos,2021-05-08,1830000.0,Seed,Bixin Ventures,decentralized Data Mesh,False
Stratos,2021-05-08,1830000.0,Seed,SNZ Holding,decentralized Data Mesh,False
Stratos,2021-05-08,1830000.0,Seed,DFG,decentralized Data Mesh,False
Stratos,2021-05-08,1830000.0,Seed,Nothing Research,decentralized Data Mesh,False
Bagels Finance,2021-05-08,5000000.0,Seed,AU21 Capital,Bagels Finance is a leveraged Yield farming cross-chain aggregation protocol based on HECO/BSC/ETH,False
Bagels Finance,2021-05-08,5000000.0,Seed,CoinBene,Bagels Finance is a leveraged Yield farming cross-chain aggregation protocol based on HECO/BSC/ETH,False
Bagels Finance,2021-05-08,5000000.0,Seed,Collinstar Capital,Bagels Finance is a leveraged Yield farming cross-chain aggregation protocol based on HECO/BSC/ETH,False
Bagels Finance,2021-05-08,5000000.0,Seed,Consensus Lab,Bagels Finance is a leveraged Yield farming cross-chain aggregation protocol based on HECO/BSC/ETH,False
Bagels Finance,2021-05-08,5000000.0,Seed,Geekbeans Capital,Bagels Finance is a leveraged Yield farming cross-chain aggregation protocol based on HECO/BSC/ETH,False
Bagels Finance,2021-05-08,5000000.0,Seed,Genblock Capital,Bagels Finance is a leveraged Yield farming cross-chain aggregation protocol based on HECO/BSC/ETH,False
Bagels Finance,2021-05-08,5000000.0,Seed,Kyros Ventures,Bagels Finance is a leveraged Yield farming cross-chain aggregation protocol based on HECO/BSC/ETH,False
Bagels Finance,2021-05-08,5000000.0,Seed,LD Capital,Bagels Finance is a leveraged Yield farming cross-chain aggregation protocol based on HECO/BSC/ETH,False
Bagels Finance,2021-05-08,5000000.0,Seed,SuperChain Capital,Bagels Finance is a leveraged Yield farming cross-chain aggregation protocol based on HECO/BSC/ETH,False
Minna Electric Power,2021-05-07,10590000.0,Series C,Aozora Bank Ltd,Minna Electric Power is an Electricity retail service for corporations and individuals company.,False
Minna Electric Power,2021-05-07,10590000.0,Series C,MARUI GROUP,Minna Electric Power is an Electricity retail service for corporations and individuals company.,False
Minna Electric Power,2021-05-07,10590000.0,Series C,SMBC Venture Capital,Minna Electric Power is an Electricity retail service for corporations and individuals company.,False
DappRadar,2021-05-07,4990000.0,Series A,Blockchain.com Ventures,DappRadar provides a global app store for decentralized applications.,False
DappRadar,2021-05-07,4990000.0,Series A,NordicNinja VC,DappRadar provides a global app store for decentralized applications.,False
DappRadar,2021-05-07,4990000.0,Series A,Prosus Ventures,DappRadar provides a global app store for decentralized applications.,False
Bitpanda,2021-05-07,12160000.0,Series B,Jump Capital,Bitpanda is a centralized crypto exchange that provides users access to digital assets.,True
Bitpanda,2021-05-07,12160000.0,Series B,LeadBlock Partners,Bitpanda is a centralized crypto exchange that provides users access to digital assets.,True
Bitpanda,2021-05-07,12160000.0,Series B,Wintermute,Bitpanda is a centralized crypto exchange that provides users access to digital assets.,True
Element NFT Marketplace,2021-05-07,11500000.0,Angel Round,SIG,NFT marketplace,True
Element NFT Marketplace,2021-05-07,11500000.0,Angel Round,Dragonfly Capital,NFT marketplace,True
The Dapp List,2021-05-07,1700000.0,Seed,Bitscale Capital,The Dapp List is a multi-chain ecosystem for curating Web3 adoption.,False
The Dapp List,2021-05-07,1700000.0,Seed,BR Capital,The Dapp List is a multi-chain ecosystem for curating Web3 adoption.,False
The Dapp List,2021-05-07,1700000.0,Seed,CMS Holdings,The Dapp List is a multi-chain ecosystem for curating Web3 adoption.,False
The Dapp List,2021-05-07,1700000.0,Seed,Double Peak Group,The Dapp List is a multi-chain ecosystem for curating Web3 adoption.,False
The Dapp List,2021-05-07,1700000.0,Seed,Gabby Dizon,The Dapp List is a multi-chain ecosystem for curating Web3 adoption.,False
The Dapp List,2021-05-07,1700000.0,Seed,Genblock Capital,The Dapp List is a multi-chain ecosystem for curating Web3 adoption.,False
The Dapp List,2021-05-07,1700000.0,Seed,Kenzi Wang,The Dapp List is a multi-chain ecosystem for curating Web3 adoption.,False
The Dapp List,2021-05-07,1700000.0,Seed,LD Capital,The Dapp List is a multi-chain ecosystem for curating Web3 adoption.,False
The Dapp List,2021-05-07,1700000.0,Seed,Matt Lockyer,The Dapp List is a multi-chain ecosystem for curating Web3 adoption.,False
The Dapp List,2021-05-07,1700000.0,Seed,NiMA Asghari,The Dapp List is a multi-chain ecosystem for curating Web3 adoption.,False
The Dapp List,2021-05-07,1700000.0,Seed,SL2 Capital,The Dapp List is a multi-chain ecosystem for curating Web3 adoption.,False
The Dapp List,2021-05-07,1700000.0,Seed,YBB Foundation,The Dapp List is a multi-chain ecosystem for curating Web3 adoption.,False
The Dapp List,2021-05-07,1700000.0,Seed,ZBS CAPITAL,The Dapp List is a multi-chain ecosystem for curating Web3 adoption.,False
Burnt Finance,2021-05-06,3000000.0,Seed,Injective Protocol,Decentralized NFT auction protocol,True
Burnt Finance,2021-05-06,3000000.0,Seed,Multicoin Capital,Decentralized NFT auction protocol,False
Burnt Finance,2021-05-06,3000000.0,Seed,Mechanism Capital,Decentralized NFT auction protocol,False
Burnt Finance,2021-05-06,3000000.0,Seed,Alameda Research,Decentralized NFT auction protocol,False
Burnt Finance,2021-05-06,3000000.0,Seed,Vessel Capital,Decentralized NFT auction protocol,False
Burnt Finance,2021-05-06,3000000.0,Seed,Hashkey Capital,Decentralized NFT auction protocol,False
Burnt Finance,2021-05-06,3000000.0,Seed,The Spartan Group,Decentralized NFT auction protocol,False
Burnt Finance,2021-05-06,3000000.0,Seed,Do Kwon,Decentralized NFT auction protocol,False
Burnt Finance,2021-05-06,3000000.0,Seed,Sandeep Nailwal,Decentralized NFT auction protocol,False
UpShot,2021-05-06,7500000.0,Series A,CoinFund,NFT Appraisal Protocol,False
UpShot,2021-05-06,7500000.0,Series A,Framework Ventures,NFT Appraisal Protocol,False
Bitski,2021-05-06,19000000.0,Series A,Jay-Z,NFT integrated marketplace,False
Bitski,2021-05-06,19000000.0,Series A,a16z,NFT integrated marketplace,False
Bitski,2021-05-06,19000000.0,Series A,Kindred Ventures,NFT integrated marketplace,False
Bitski,2021-05-06,19000000.0,Series A,Galaxy Digital,NFT integrated marketplace,False
Lido,2021-05-05,73000000.0,Private token sale,Paradigm,Liquid Staking,True
Lido,2021-05-05,73000000.0,Private token sale,Coinbase Ventures,Liquid Staking,False
Lido,2021-05-05,73000000.0,Private token sale,3AC,Liquid Staking,False
Lido,2021-05-05,73000000.0,Private token sale,Jump Trading,Liquid Staking,False
Lido,2021-05-05,73000000.0,Private token sale,Alameda Research,Liquid Staking,False
Lido,2021-05-05,73000000.0,Private token sale,DCG,Liquid Staking,False
Bitso,2021-05-05,250000000.0,Series C,Tiger Global Management,CEX,True
Bitso,2021-05-05,250000000.0,Series C,Coatue,CEX,True
Bitso,2021-05-05,250000000.0,Series C,Paradigm,CEX,False
Bitso,2021-05-05,250000000.0,Series C,Valor Capital Group,CEX,False
Ispolink,2021-05-05,1600000.0,Seed,AU21 Capital,Metaverse based platform for Web3 Talents,False
Ispolink,2021-05-05,1600000.0,Seed,Danish Chaudhry,Metaverse based platform for Web3 Talents,False
Ispolink,2021-05-05,1600000.0,Seed,DAO Maker,Metaverse based platform for Web3 Talents,False
